date,new_cases
2020-05-28,119133.0
2020-05-29,120810.0
2020-05-30,136493.0
2020-05-31,106289.0
2020-06-01,96006.0
2020-06-02,121953.0
2020-06-03,114237.0
2020-06-04,130960.0
2020-06-05,131214.0
2020-06-06,133739.0
2020-06-07,112339.0
2020-06-08,102396.0
2020-06-09,125086.0
2020-06-10,135122.0
2020-06-11,138063.0
2020-06-12,128721.0
2020-06-13,135256.0
2020-06-14,132243.0
2020-06-15,119676.0
2020-06-16,142123.0
2020-06-17,143758.0
2020-06-18,141089.0
2020-06-19,179863.0
2020-06-20,157429.0
2020-06-21,127693.0
2020-06-22,139369.0
2020-06-23,166851.0
2020-06-24,172632.0
2020-06-25,178338.0
2020-06-26,191687.0
2020-06-27,178204.0
2020-06-28,163933.0
2020-06-29,155110.0
2020-06-30,174562.0
2020-07-01,217615.0
2020-07-02,209953.0
2020-07-03,201376.0
2020-07-04,193811.0
2020-07-05,183960.0
2020-07-06,163990.0
2020-07-07,211416.0
2020-07-08,214177.0
2020-07-09,226839.0
2020-07-10,232683.0
2020-07-11,216477.0
2020-07-12,192219.0
2020-07-13,191515.0
2020-07-14,222224.0
2020-07-15,231456.0
2020-07-16,251354.0
2020-07-17,242772.0
2020-07-18,236209.0
2020-07-19,213376.0
2020-07-20,207114.0
2020-07-21,233592.0
2020-07-22,279915.0
2020-07-23,282909.0
2020-07-24,281067.0
2020-07-25,254083.0
2020-07-26,213055.0
2020-07-27,226406.0
2020-07-28,252701.0
2020-07-29,291749.0
2020-07-30,280204.0
2020-07-31,290690.0
2020-08-01,248339.0
2020-08-02,230966.0
2020-08-03,206468.0
2020-08-04,257942.0
2020-08-05,276554.0
2020-08-06,285153.0
2020-08-07,282265.0
2020-08-08,258521.0
2020-08-09,224691.0
2020-08-10,225955.0
2020-08-11,257581.0
2020-08-12,276634.0
2020-08-13,289212.0
2020-08-14,303731.0
2020-08-15,247724.0
2020-08-16,214467.0
2020-08-17,207706.0
2020-08-18,258287.0
2020-08-19,279560.0
2020-08-20,272574.0
2020-08-21,261232.0
2020-08-22,264238.0
2020-08-23,206166.0
2020-08-24,225204.0
2020-08-25,244031.0
2020-08-26,283783.0
2020-08-27,283919.0
2020-08-28,283652.0
2020-08-29,263848.0
2020-08-30,220986.0
2020-08-31,262855.0
2020-09-01,264939.0
2020-09-02,283560.0
2020-09-03,281500.0
2020-09-04,314006.0
2020-09-05,270081.0
2020-09-06,230503.0
2020-09-07,217903.0
2020-09-08,242061.0
2020-09-09,284886.0
2020-09-10,299931.0
2020-09-11,321448.0
2020-09-12,286668.0
2020-09-13,242777.0
2020-09-14,263748.0
2020-09-15,285476.0
2020-09-16,304547.0
2020-09-17,314731.0
2020-09-18,326109.0
2020-09-19,292232.0
2020-09-20,252187.0
2020-09-21,275884.0
2020-09-22,284551.0
2020-09-23,276316.0
2020-09-24,353173.0
2020-09-25,330989.0
2020-09-26,288678.0
2020-09-27,251365.0
2020-09-28,254998.0
2020-09-29,282717.0
2020-09-30,326398.0
2020-10-01,318324.0
2020-10-02,297971.0
2020-10-03,332134.0
2020-10-04,261390.0
2020-10-05,300604.0
2020-10-06,326189.0
2020-10-07,351067.0
2020-10-08,361352.0
2020-10-09,360938.0
2020-10-10,356949.0
2020-10-11,287090.0
2020-10-12,291651.0
2020-10-13,319376.0
2020-10-14,382241.0
2020-10-15,407154.0
2020-10-16,411851.0
2020-10-17,373735.0
2020-10-18,315191.0
2020-10-19,386983.0
2020-10-20,389238.0
2020-10-21,444817.0
2020-10-22,472628.0
2020-10-23,496913.0
2020-10-24,456651.0
2020-10-25,360663.0
2020-10-26,486499.0
2020-10-27,470235.0
2020-10-28,511956.0
2020-10-29,550416.0
2020-10-30,570924.0
2020-10-31,476743.0
2020-11-01,462495.0
2020-11-02,562889.0
2020-11-03,554020.0
2020-11-04,511620.0
2020-11-05,596704.0
2020-11-06,644945.0
2020-11-07,596956.0
2020-11-08,483978.0
2020-11-09,501431.0
2020-11-10,559528.0
2020-11-11,648742.0
2020-11-12,649421.0
2020-11-13,652156.0
2020-11-14,594926.0
2020-11-15,473975.0
2020-11-16,533943.0
2020-11-17,611400.0
2020-11-18,627202.0
2020-11-19,653648.0
2020-11-20,668668.0
2020-11-21,587653.0
2020-11-22,488197.0
2020-11-23,524872.0
2020-11-24,590398.0
2020-11-25,636623.0
2020-11-26,582550.0
2020-11-27,686897.0
2020-11-28,586110.0
2020-11-29,488664.0
2020-11-30,508325.0
2020-12-01,612557.0
2020-12-02,651766.0
2020-12-03,694169.0
2020-12-04,683556.0
2020-12-05,642044.0
2020-12-06,538840.0
2020-12-07,519619.0
2020-12-08,643583.0
2020-12-09,670038.0
2020-12-10,674819.0
2020-12-11,704807.0
2020-12-12,635156.0
2020-12-13,530874.0
2020-12-14,525148.0
2020-12-15,636239.0
2020-12-16,733891.0
2020-12-17,740218.0
2020-12-18,720670.0
2020-12-19,611467.0
2020-12-20,533488.0
2020-12-21,548950.0
2020-12-22,650328.0
2020-12-23,695104.0
2020-12-24,666639.0
2020-12-25,468082.0
2020-12-26,514817.0
2020-12-27,434028.0
2020-12-28,495885.0
2020-12-29,665060.0
2020-12-30,761538.0
2020-12-31,744690.0
2021-01-01,555114.0
2021-01-02,589804.0
2021-01-03,527405.0
2021-01-04,553850.0
2021-01-05,740131.0
2021-01-06,783791.0
2021-01-07,881581.0
2021-01-08,803039.0
2021-01-09,760147.0
2021-01-10,588746.0
2021-01-11,619524.0
2021-01-12,705805.0
2021-01-13,748270.0
2021-01-14,755102.0
2021-01-15,767200.0
2021-01-16,639023.0
2021-01-17,529130.0
2021-01-18,514952.0
2021-01-19,608067.0
2021-01-20,693033.0
2021-01-21,656533.0
2021-01-22,658971.0
2021-01-23,567915.0
2021-01-24,445498.0
2021-01-25,497063.0
2021-01-26,556509.0
2021-01-27,598322.0
2021-01-28,614364.0
2021-01-29,590474.0
2021-01-30,515343.0
2021-01-31,381449.0
2021-02-01,446633.0
2021-02-02,458041.0
2021-02-03,522060.0
2021-02-04,466925.0
2021-02-05,535571.0
2021-02-06,372156.0
2021-02-07,397932.0
2021-02-08,315940.0
2021-02-09,427809.0
2021-02-10,435987.0
2021-02-11,441363.0
2021-02-12,428758.0
2021-02-13,373182.0
2021-02-14,293777.0
2021-02-15,283202.0
2021-02-16,350977.0
2021-02-17,395558.0
2021-02-18,403463.0
2021-02-19,412482.0
2021-02-20,370575.0
2021-02-21,314668.0
2021-02-22,288208.0
2021-02-23,388952.0
2021-02-24,445002.0
2021-02-25,447435.0
2021-02-26,443097.0
2021-02-27,389131.0
2021-02-28,303412.0
2021-03-01,305705.0
2021-03-02,310501.0
2021-03-03,441096.0
2021-03-04,453210.0
2021-03-05,446928.0
2021-03-06,410578.0
2021-03-07,368282.0
2021-03-08,298638.0
2021-03-09,414836.0
2021-03-10,466980.0
2021-03-11,476911.0
2021-03-12,489377.0
2021-03-13,454100.0
2021-03-14,360375.0
2021-03-15,348755.0
2021-03-16,473224.0
2021-03-17,539455.0
2021-03-18,553620.0
2021-03-19,561743.0
2021-03-20,498871.0
2021-03-21,423386.0
2021-03-22,416660.0
2021-03-23,514439.0
2021-03-24,633806.0
2021-03-25,651493.0
2021-03-26,641466.0
2021-03-27,584656.0
2021-03-28,469991.0
2021-03-29,458300.0
2021-03-30,568586.0
2021-03-31,683331.0
2021-04-01,711876.0
2021-04-02,633769.0
2021-04-03,529645.0
2021-04-04,552946.0
2021-04-05,489276.0
2021-04-06,604358.0
2021-04-07,684701.0
2021-04-08,839977.0
2021-04-09,748241.0
2021-04-10,664537.0
2021-04-11,690830.0
2021-04-12,616293.0
2021-04-13,779698.0
2021-04-14,817011.0
2021-04-15,816949.0
2021-04-16,854864.0
2021-04-17,787956.0
2021-04-18,685279.0
2021-04-19,693690.0
2021-04-20,854189.0
2021-04-21,889956.0
2021-04-22,899622.0
2021-04-23,903634.0
2021-04-24,821165.0
2021-04-25,722321.0
2021-04-26,682741.0
2021-04-27,844634.0
2021-04-28,905993.0
2021-04-29,897727.0
2021-04-30,879143.0
2021-05-01,796586.0
